ModuleName	ParameterName	TypeAnnotation	FinalXML	TracePath
saqc.funcs.outliers	window	FreqStr	"<param type=""text"" argument=""window"" label=""window"" help=""Maximum length allowed for offset value courses, to trigger flagging of the offsetting values. See condition (5). Integer defined window length are only allowed for regularly sampled timeseries"" />"	Param: 'window' -> Annotation: 'FreqStr' -> is_simple_type
saqc.funcs.outliers	thresh	(Float > 0) | None	"<param type=""float"" argument=""thresh"" label=""thresh"" help=""Minimum difference between a value and its successors, to consider the successors an anomalous offset group. See condition (1). If ``None``, condition (1) is not tested"" optional=""true"" min=""0"" />"	Param: 'thresh' -> Annotation: '(Float > 0) | None' -> is_simple_type
saqc.funcs.outliers	thresh_relative	float | None	"<param type=""float"" argument=""thresh_relative"" label=""thresh_relative"" help=""Minimum relative change between a value and its successors, to consider the successors an anomalous offset group. See condition (2). If ``None``, condition (2) is not tested"" optional=""true"" />"	Param: 'thresh_relative' -> Annotation: 'float | None' -> is_simple_type
saqc.funcs.outliers	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="":py:class:`Any`, optional The flag value the function uses to mark observations. Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.outliers	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.outliers	thresh	float	"<param type=""float"" argument=""thresh"" label=""thresh"" help=""The threshold, for the total rise (`thresh` ``  0``), or total drop (`thresh` ``  0``), value courses must not exceed within a timespan of length `raise_window`"" />"	Param: 'thresh' -> Annotation: 'float' -> is_simple_type
saqc.funcs.outliers	raise_window	FreqStr	"<param type=""text"" argument=""raise_window"" label=""raise_window"" help=""An offset string, determining the timespan, the rise/drop thresholding refers to. Window is inclusively defined"" />"	Param: 'raise_window' -> Annotation: 'FreqStr' -> is_simple_type
saqc.funcs.outliers	freq	FreqStr	"<param type=""text"" argument=""freq"" label=""freq"" help=""An offset string, determining the frequency, the timeseries to flag is supposed to be sampled at. The window is inclusively defined"" />"	Param: 'freq' -> Annotation: 'FreqStr' -> is_simple_type
saqc.funcs.outliers	average_window	FreqStr | None	"<param type=""text"" argument=""average_window"" label=""See condition (2) of the description given in the Notes"" help=""Window is inclusively defined, defaults to 1.5 times the size of `raise_window`"" optional=""true"" />"	Param: 'average_window' -> Annotation: 'FreqStr | None' -> is_simple_type
saqc.funcs.outliers	raise_factor	Float >= 1	"<param type=""float"" argument=""raise_factor"" label=""See condition (2)"" help=""See condition (2)"" optional=""true"" value=""2.0"" min=""1"" />"	Param: 'raise_factor' -> Annotation: 'Float >= 1' -> is_simple_type
saqc.funcs.outliers	slope	(Float >= 0) | None	"<param type=""float"" argument=""slope"" label=""See condition (3)"" help=""See condition (3)"" optional=""true"" min=""0"" />"	Param: 'slope' -> Annotation: '(Float >= 0) | None' -> is_simple_type
saqc.funcs.outliers	weight	Float >= 0	"<param type=""float"" argument=""weight"" label=""See condition (3)"" help=""See condition (3)"" optional=""true"" value=""0.8"" min=""0"" />"	Param: 'weight' -> Annotation: 'Float >= 0' -> is_simple_type
saqc.funcs.outliers	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="":py:class:`Any`, optional The flag value the function uses to mark observations. Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.outliers	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.outliers	min	float	"<param type=""float"" argument=""min"" label=""Lower bound for valid data"" help=""Lower bound for valid data"" optional=""true"" value=""-inf"" />"	Param: 'min' -> Annotation: 'float' -> is_simple_type
saqc.funcs.outliers	max	float	"<param type=""float"" argument=""max"" label=""Upper bound for valid data"" help=""Upper bound for valid data"" optional=""true"" value=""inf"" />"	Param: 'max' -> Annotation: 'float' -> is_simple_type
saqc.funcs.outliers	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="":py:class:`Any`, optional The flag value the function uses to mark observations. Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.outliers	field	SaQCFields	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" multiple=""true"" />"	Param: 'field' -> Annotation: 'SaQCFields' -> is_simple_type
saqc.funcs.outliers	n	Int > 0	"<param type=""integer"" argument=""n"" label=""Number of periods to be included into the LOF calculation"" help=""Defaults to `20`, which is a value found to be suitable in the literature.  * `n` determines the  locality  of an observation (its `n` nearest neighbors) and sets the upper limit to the number of values in an outlier clusters (i.e. consecutive outliers). Outlier clusters of size greater than `n`/2 may not be detected reliably. * The larger `n`, the lesser the algorithm's sensitivity to local outliers and small or singleton outlier points. Higher values greatly increase numerical costs"" optional=""true"" value=""20"" min=""0"" />"	Param: 'n' -> Annotation: 'Int > 0' -> is_simple_type
saqc.funcs.outliers	thresh	Literal['auto'] | (Float >= 0) | None	"<conditional name=""thresh_cond"" label=""Outlier Factor Cutoff"" />"	Param: 'thresh' -> Annotation: 'Literal['auto'] | (Float >= 0) | None' -> is_union_type -> conditional
saqc.funcs.outliers	probability	Float[0, 1] | None	"<param type=""float"" argument=""probability"" label=""probability"" help=""Outlier probability cutoff  * If given, compute local outlier probabilities and cut them off at value level `probability`, resulting in all values with factors larger than the cutoff, being flagged"" optional=""true"" min=""0"" max=""1"" />"	Param: 'probability' -> Annotation: 'Float[0, 1] | None' -> is_simple_type
saqc.funcs.outliers	corruption	Float[0, 1] | (Int > 0) | None	"<conditional name=""corruption_cond"" label=""Portion of data that is anomalous"" />"	Param: 'corruption' -> Annotation: 'Float[0, 1] | (Int > 0) | None' -> is_union_type -> conditional
saqc.funcs.outliers	algorithm	Literal['ball_tree', 'kd_tree', 'brute', 'auto']	"<param type=""select"" argument=""algorithm"" label=""algorithm"" help=""Algorithm used for calculating the `n`-nearest neighbors needed for LOF calculation"" optional=""true"" value=""ball_tree"" />"	Param: 'algorithm' -> Annotation: 'Literal['ball_tree', 'kd_tree', 'brute', 'auto']' -> is_simple_type
saqc.funcs.outliers	p	Int > 0	"<param type=""integer"" argument=""p"" label=""p"" help=""Degree of the metric ( Minkowski ), according to which distance to neighbors is determined. Most important values are:  * ``1`` - Manhatten Metric * ``2`` - Euclidian Metric"" optional=""true"" value=""1"" min=""0"" />"	Param: 'p' -> Annotation: 'Int > 0' -> is_simple_type
saqc.funcs.outliers	density	Literal['auto'] | (Float > 0)	"<conditional name=""density_cond"" label=""How to calculate the temporal distance/density for the variable to flag"" />"	Param: 'density' -> Annotation: 'Literal['auto'] | (Float > 0)' -> is_union_type -> conditional
saqc.funcs.outliers	fill_na	bool	"<param type=""boolean"" argument=""fill_na"" label=""If True, NaNs in the data are filled with a linear interpolation"" help=""If True, NaNs in the data are filled with a linear interpolation"" checked=""false"" truevalue=""fill_na"" falsevalue="""" />"	Param: 'fill_na' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.outliers	slope_correct	bool	"<param type=""boolean"" argument=""slope_correct"" label=""slope_correct"" help=""if True, a correction is applied, that removes outlier cluster that actually just seem to be steep slopes"" checked=""false"" truevalue=""slope_correct"" falsevalue="""" />"	Param: 'slope_correct' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.outliers	min_offset	(Float > 0) | None	"<param type=""float"" argument=""min_offset"" label=""min_offset"" help=""If set, only those outlier cluster will be flagged, that are preceeded and succeeeded by sufficiently large value  jumps . Defaults to estimating the sufficient value jumps from the median over the absolute step sizes between data points"" optional=""true"" min=""0"" />"	Param: 'min_offset' -> Annotation: '(Float > 0) | None' -> is_simple_type
saqc.funcs.outliers	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="":py:class:`Any`, optional The flag value the function uses to mark observations. Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.outliers	field	SaQCFields	"<param type=""text"" argument=""field"" label=""List of variables names to process"" help=""List of variables names to process"" multiple=""true"" />"	Param: 'field' -> Annotation: 'SaQCFields' -> is_simple_type
saqc.funcs.outliers	method	Literal['standard', 'modified']	"<param type=""select"" argument=""method"" label=""method"" help=""Which method to use for ZScoring:  * ` standard `: standard Zscoring, using *mean* for the expectation and *standard deviation (std)* as scaling factor * ` modified `: modified Zscoring, using *median* as the expectation and *median absolute deviation (MAD)* as the scaling Factor  See notes section for detailed scoring formula"" optional=""true"" value=""standard"" />"	Param: 'method' -> Annotation: 'Literal['standard', 'modified']' -> is_simple_type
saqc.funcs.outliers	window	FreqStr | (Int >= 0) | None	"<conditional name=""window_cond"" label=""Size of the window"" />"	Param: 'window' -> Annotation: 'FreqStr | (Int >= 0) | None' -> is_union_type -> conditional
saqc.funcs.outliers	thresh	Float > 0	"<param type=""float"" argument=""thresh"" label=""thresh"" help=""Cutoff level for the Zscores, above which associated points are marked as outliers"" optional=""true"" value=""3"" min=""0"" />"	Param: 'thresh' -> Annotation: 'Float > 0' -> is_simple_type
saqc.funcs.outliers	min_residuals	(Float >= 0) | None	"<param type=""float"" argument=""min_residuals"" label=""Minimum residual value points must have to be considered outliers"" help=""Minimum residual value points must have to be considered outliers"" optional=""true"" min=""0"" />"	Param: 'min_residuals' -> Annotation: '(Float >= 0) | None' -> is_simple_type
saqc.funcs.outliers	min_periods	(Int > 0) | None	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help=""Minimum number of valid meassurements in a scoring window, to consider the resulting score valid"" optional=""true"" min=""0"" />"	Param: 'min_periods' -> Annotation: '(Int > 0) | None' -> is_simple_type
saqc.funcs.outliers	center	bool	"<param type=""boolean"" argument=""center"" label=""Weather or not to center the target value in the scoring window"" help=""If ``False``, the target value is the last value in the window"" checked=""false"" truevalue=""center"" falsevalue="""" />"	Param: 'center' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.outliers	axis	Int[0, 1]	"<param type=""integer"" argument=""axis"" label=""axis"" help=""Along which axis to calculate the scoring statistics:  * `0` (default) - calculate statistics along time axis * `1` - calculate statistics over multiple variables  See Notes section for a visual clarification of the workings of `axis` and `window`"" optional=""true"" value=""0"" min=""0"" max=""1"" />"	Param: 'axis' -> Annotation: 'Int[0, 1]' -> is_simple_type
saqc.funcs.outliers	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="":py:class:`Any`, optional The flag value the function uses to mark observations. Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.pattern	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.pattern	reference	str	"<param type=""text"" argument=""reference"" label=""The name in `data` which holds the pattern"" help=""The pattern must not have NaNs, have a datetime index and must not be empty"" />"	Param: 'reference' -> Annotation: 'str' -> is_simple_type
saqc.funcs.pattern	max_distance	Float >= 0	"<param type=""float"" argument=""max_distance"" label=""max_distance"" help=""Maximum dtw-distance between chunk and pattern, if the distance is lower than ``max_distance`` the data gets flagged. With default, ``0.0``, only exact matches are flagged"" optional=""true"" value=""0.0"" min=""0"" />"	Param: 'max_distance' -> Annotation: 'Float >= 0' -> is_simple_type
saqc.funcs.pattern	normalize	bool	"<param type=""boolean"" argument=""normalize"" label=""If `False`, return unmodified distances"" help=""If `True`, normalize distances by the number of observations of the reference. This helps to make it easier to find a good cutoff threshold for further processing. The distances then refer to the mean distance per datapoint, expressed in the datas units"" checked=""false"" truevalue=""normalize"" falsevalue="""" />"	Param: 'normalize' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.pattern	plot	bool	"<param type=""boolean"" argument=""plot"" label=""plot"" help=""Show a calibration plot, which can be quite helpful to find the right threshold for `max_distance`. It works best with `normalize=True`. Do not use in automatic setups / pipelines. The plot show three lines:  - data: the data the function was called on - distances: the calculated distances by the algorithm - indicator: have to distinct levels: `0` and the value of `max_distance`. If `max_distance` is `0.0` it defaults to `1`. Everywhere where the indicator is not `0` the data will be flagged"" checked=""false"" truevalue=""plot"" falsevalue="""" />"	Param: 'plot' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.pattern	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="":py:class:`Any`, optional The flag value the function uses to mark observations. Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.pattern	field	SaQCFields	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" multiple=""true"" />"	Param: 'field' -> Annotation: 'SaQCFields' -> is_simple_type
saqc.funcs.pattern	min_length	(Int > 0) | OffsetStr	"<conditional name=""min_length_cond"" label=""Minimum temporal extension of value course to qualify as plateau"" />"	Param: 'min_length' -> Annotation: '(Int > 0) | OffsetStr' -> is_union_type -> conditional
saqc.funcs.pattern	max_length	(Int > 0) | OffsetStr | None	"<conditional name=""max_length_cond"" label=""max_length"" />"	Param: 'max_length' -> Annotation: '(Int > 0) | OffsetStr | None' -> is_union_type -> conditional
saqc.funcs.pattern	min_jump	(Float >= 0) | None	"<param type=""float"" argument=""min_jump"" label=""min_jump"" help=""minimum margin anomalies/plateaus have to differ from directly preceding and succeeding periods. If ``None`` (default), the minimum jump threshold will be derived automatically from the median of the local absolute difference between any two periods in the vicinity of any potential anomaly"" optional=""true"" min=""0"" />"	Param: 'min_jump' -> Annotation: '(Float >= 0) | None' -> is_simple_type
saqc.funcs.pattern	granularity	(Int > 0) | OffsetStr | None	"<conditional name=""granularity_cond"" label=""granularity"" />"	Param: 'granularity' -> Annotation: '(Int > 0) | OffsetStr | None' -> is_union_type -> conditional
saqc.funcs.pattern	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="":py:class:`Any`, optional The flag value the function uses to mark observations. Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.resampling	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.resampling	target	str | None	"<param type=""text"" argument=""target"" label=""target"" help="":py:class:`SaQCFields` | :py:class:`newSaQCFields` Variable name to which the results are written. `target` will be created if it does not exist. Defaults to `field`"" optional=""true"" />"	Param: 'target' -> Annotation: 'str | None' -> is_simple_type
saqc.funcs.resampling	method	Literal['fagg', 'bagg', 'nagg', 'fshift', 'bshift', 'nshift', 'sshift', 'mshift', 'match', 'auto', 'linear', 'pad']	"<param type=""select"" argument=""method"" label=""method"" help=""Method to project the flags of `field` to the flags to `target`:  * ``'auto'``: invert the last alignment/resampling operation (that is not already inverted) * ``'nagg'``: project a flag of `field` to all timestamps of `target` within the range +/- `freq`/2. * ``'bagg'``: project a flag of `field` to all preceeding timestamps of `target` within the range `freq` * ``'fagg'``: project a flag of `field` to all succeeding timestamps of `target` within the range `freq` * ``'interpolation'`` - project a flag of `field` to all timestamps of `target` within the range +/- `freq` * ``'sshift'`` - same as interpolation * ``'nshift'`` - project a flag of `field` to the neaerest timestamps in `target` within the range +/- `freq`/2 * ``'bshift'`` - project a flag of `field` to nearest preceeding timestamps in `target` * ``'nshift'`` - project a flag of `field` to nearest succeeding timestamps in `target` * ``'match'`` - project a flag of `field` to all identical timestamps `target`"" optional=""true"" value=""auto"" />"	Param: 'method' -> Annotation: 'Literal['fagg', 'bagg', 'nagg', 'fshift', 'bshift', 'nshift', 'sshift', 'mshift', 'match', 'auto', 'linear', 'pad']' -> is_simple_type
saqc.funcs.resampling	invert	bool	"<param type=""boolean"" argument=""invert"" label=""If True, not the actual method is applied, but its inversion-method"" help=""If True, not the actual method is applied, but its inversion-method"" checked=""false"" truevalue=""invert"" falsevalue="""" />"	Param: 'invert' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.resampling	freq	FreqStr | pd.Timedelta | None	"<conditional name=""freq_cond"" label=""Projection range"" />"	Param: 'freq' -> Annotation: 'FreqStr | pd.Timedelta | None' -> is_union_type -> conditional
saqc.funcs.resampling	drop	bool	"<param type=""boolean"" argument=""drop"" label=""Remove `field` if ``True``"" help=""Remove `field` if ``True``"" checked=""false"" truevalue=""drop"" falsevalue="""" />"	Param: 'drop' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.resampling	squeeze	bool	"<param type=""boolean"" argument=""squeeze"" label=""squeeze"" help=""Squeeze the history into a single column if ``True``, function specific flag information is lost"" checked=""false"" truevalue=""squeeze"" falsevalue="""" />"	Param: 'squeeze' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.resampling	override	bool	"<param type=""boolean"" argument=""override"" label=""Overwrite existing flags if ``True``"" help=""Overwrite existing flags if ``True``"" checked=""false"" truevalue=""override"" falsevalue="""" />"	Param: 'override' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.resampling	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.resampling	index	FreqStr | pd.DatetimeIndex | str	"<conditional name=""index_cond"" label=""Determines the new index"" />"	Param: 'index' -> Annotation: 'FreqStr | pd.DatetimeIndex | str' -> is_union_type -> conditional
saqc.funcs.resampling	method	METHOD_LITERALS	"<param type=""select"" argument=""method"" label=""method"" help=""Determines which of the origins indexes periods to comprise into the calculation of a new flag and a new data value at any period of the new index.  * Aggregations Reindexer. Aggregations are data and flags independent, (pure) index selection methods: * `'bagg'`/`'fagg'`:  backwards/forwards aggregation . Any new index period gets assigned an aggregation of the values at periods in the original index, that lie between itself and its successor/predecessor. * `'nagg'`:  nearest aggregation : Any new index period gets assigned an aggregation of the values at periods in the original index between its direcet predecessor and successor, it is the nearest neighbor to. * Rolling reindexer. Rolling reindexers are equal to aggregations, when projecting between regular and irregular sampling grids forth and back. But due to there simple rolling window construction, they are easier to comprehend, predict and parametrize. On the downside, they are much more expensive computationally and Also, periods can get included in the aggregation to multpiple target periods, (when rolling windows overlap). * `'broll'`/`'froll'`: Any new index period gets assigned an aggregation of all the values at periods of the original index, that fall into a directly preceeding/succeeding window of size `reindex_window`. * Shifts. Shifting methods are shortcuts for aggregation reindex methods, combined with selecting 'last' or 'first' as the `data_aggregation` method. Therefor, both, the `flags_aggregation` and the `data_aggregation` are ignored when using a `shift` reindexer. Also, periods where the data evaluates to `NaN` are dropped before shift index selection. * `'bshift'`/`fshift`:  backwards/forwards shift . Any new index period gets assigned the first/last valid (not a data NaN) value it succeeds/preceeds * `'nshift'`:  nearest shift : Any new index period gets assigned the value of its closest neighbor in the original index. * Pillar point Mappings. Index selection method designed to select indices suitable for linearly interpolating index values from surrounding pillar points in the original index, or inverting such a selection. Periods where the data evaluates to `NaN`, are dropped from consideration. * `'mshift'`:  Merge  predecessors and successors. Any new index period gets assigned an aggregation/interpolation comprising the last and the next valid period in the original index. * `'sshift'`:  Split -map values onto predecessors and successors. Same as `mshift`, but with a correction that prevents missing value flags from being mapped to continuous data chunk bounds. * Inversion of last method: try to select the method, that * `'invert``"" optional=""true"" value=""match"" />"	Param: 'method' -> Annotation: 'METHOD_LITERALS' -> is_simple_type
saqc.funcs.resampling	tolerance	OffsetStr | OffsetLike | None	"<conditional name=""tolerance_cond"" label=""Limiting the distance, values can be shifted or comprised into aggregation"" />"	Param: 'tolerance' -> Annotation: 'OffsetStr | OffsetLike | None' -> is_union_type -> conditional
saqc.funcs.resampling	data_aggregation	AGG_FUNC_LITERALS | Callable | float | None	"<conditional name=""data_aggregation_cond"" label=""data_aggregation"" />"	Param: 'data_aggregation' -> Annotation: 'AGG_FUNC_LITERALS | Callable | float | None' -> is_union_type -> conditional
saqc.funcs.resampling	flags_aggregation	AGG_FUNC_LITERALS | Callable | float | None	"<conditional name=""flags_aggregation_cond"" label=""flags_aggregation"" />"	Param: 'flags_aggregation' -> Annotation: 'AGG_FUNC_LITERALS | Callable | float | None' -> is_union_type -> conditional
saqc.funcs.resampling	broadcast	bool	"<param type=""boolean"" argument=""broadcast"" label=""broadcast"" help=""Weather to propagate aggregation result to full reindex window when using aggregation reindexer. (as opposed to only assign to next/previous/closest)"" checked=""false"" truevalue=""broadcast"" falsevalue="""" />"	Param: 'broadcast' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.resampling	squeeze	bool	"<param type=""boolean"" argument=""squeeze"" label=""squeeze"" help="""" checked=""false"" truevalue=""squeeze"" falsevalue="""" />"	Param: 'squeeze' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.resampling	override	bool	"<param type=""boolean"" argument=""override"" label=""override"" help="""" checked=""false"" truevalue=""override"" falsevalue="""" />"	Param: 'override' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.resampling	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.resampling	freq	FreqStr | pd.Timedelta	"<conditional name=""freq_cond"" label=""Offset string"" />"	Param: 'freq' -> Annotation: 'FreqStr | pd.Timedelta' -> is_union_type -> conditional
saqc.funcs.resampling	func	Callable[[pd.Series], pd.Series] | str	"<conditional name=""func_cond"" label=""Aggregation function"" />"	Param: 'func' -> Annotation: 'Callable[[pd.Series], pd.Series] | str' -> is_union_type -> conditional
saqc.funcs.resampling	method	Literal['fagg', 'bagg', 'nagg']	"<param type=""select"" argument=""method"" label=""Specifies which intervals to be aggregated for a certain timestamp"" help=""(preceding, succeeding or  surrounding  interval). See description above for more details"" optional=""true"" value=""bagg"" />"	Param: 'method' -> Annotation: 'Literal['fagg', 'bagg', 'nagg']' -> is_simple_type
saqc.funcs.resampling	maxna	(Int >= 0) | None	"<param type=""integer"" argument=""maxna"" label=""Maximum number of allowed ``NaN``s in a resampling interval"" help=""If exceeded, the aggregation of the interval evaluates to ``NaN``"" optional=""true"" min=""0"" />"	Param: 'maxna' -> Annotation: '(Int >= 0) | None' -> is_simple_type
saqc.funcs.resampling	maxna_group	(Int >= 0) | None	"<param type=""integer"" argument=""maxna_group"" label=""Same as `maxna` but for consecutive NaNs"" help=""Same as `maxna` but for consecutive NaNs"" optional=""true"" min=""0"" />"	Param: 'maxna_group' -> Annotation: '(Int >= 0) | None' -> is_simple_type
saqc.funcs.resampling	squeeze	bool	"<param type=""boolean"" argument=""squeeze"" label=""squeeze"" help="""" checked=""false"" truevalue=""squeeze"" falsevalue="""" />"	Param: 'squeeze' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.residuals	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.residuals	window	OffsetStr | (Int > 0)	"<conditional name=""window_cond"" label=""The size of the window you want to use for fitting"" />"	Param: 'window' -> Annotation: 'OffsetStr | (Int > 0)' -> is_union_type -> conditional
saqc.funcs.residuals	order	int	"<param type=""integer"" argument=""order"" label=""The degree of the polynomial used for fitting"" help=""The degree of the polynomial used for fitting"" />"	Param: 'order' -> Annotation: 'int' -> is_simple_type
saqc.funcs.residuals	min_periods	int	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help=""The minimum number of periods, that has to be available in every values fitting surrounding for the polynomial fit to be performed. If there are not enough values, np.nan gets assigned. Default (0) results in fitting regardless of the number of values present (results in overfitting for too sparse intervals). To automatically set the minimum number of periods to the number of values in an offset defined window size, pass np.nan"" optional=""true"" value=""0"" />"	Param: 'min_periods' -> Annotation: 'int' -> is_simple_type
saqc.funcs.residuals	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.residuals	window	OffsetStr | (Int > 0)	"<conditional name=""window_cond"" label=""The size of the window you want to roll with"" />"	Param: 'window' -> Annotation: 'OffsetStr | (Int > 0)' -> is_union_type -> conditional
saqc.funcs.residuals	func	Callable[[pd.Series], np.ndarray] | str	"<conditional name=""func_cond"" label=""func"" />"	Param: 'func' -> Annotation: 'Callable[[pd.Series], np.ndarray] | str' -> is_union_type -> conditional
saqc.funcs.residuals	min_periods	Int >= 0	"<param type=""integer"" argument=""min_periods"" label=""The minimum number of periods to get a valid value"" help=""The minimum number of periods to get a valid value"" optional=""true"" value=""0"" min=""0"" />"	Param: 'min_periods' -> Annotation: 'Int >= 0' -> is_simple_type
saqc.funcs.residuals	center	bool	"<param type=""boolean"" argument=""center"" label=""If True, center the rolling window"" help=""If True, center the rolling window"" checked=""false"" truevalue=""center"" falsevalue="""" />"	Param: 'center' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.rolling	field	SaQCFields	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" multiple=""true"" />"	Param: 'field' -> Annotation: 'SaQCFields' -> is_simple_type
saqc.funcs.rolling	window	OffsetStr | (Int > 0)	"<conditional name=""window_cond"" label=""The size of the window you want to roll with"" />"	Param: 'window' -> Annotation: 'OffsetStr | (Int > 0)' -> is_union_type -> conditional
saqc.funcs.rolling	target	SaQCFields | str | None	"<conditional name=""target_cond"" label=""target"" />"	Param: 'target' -> Annotation: 'SaQCFields | str | None' -> is_union_type -> conditional
saqc.funcs.rolling	func	Callable[[pd.Series], np.ndarray] | str	"<conditional name=""func_cond"" label=""func"" />"	Param: 'func' -> Annotation: 'Callable[[pd.Series], np.ndarray] | str' -> is_union_type -> conditional
saqc.funcs.rolling	min_periods	Int >= 0	"<param type=""integer"" argument=""min_periods"" label=""The minimum number of periods to get a valid value"" help=""The minimum number of periods to get a valid value"" optional=""true"" value=""0"" min=""0"" />"	Param: 'min_periods' -> Annotation: 'Int >= 0' -> is_simple_type
saqc.funcs.rolling	center	bool	"<param type=""boolean"" argument=""center"" label=""If True, center the rolling window"" help=""If True, center the rolling window"" checked=""false"" truevalue=""center"" falsevalue="""" />"	Param: 'center' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.scores	field	Sequence[str]	"<param type=""text"" argument=""field"" label=""List of variables names to process"" help=""List of variables names to process"" multiple=""true"" />"	Param: 'field' -> Annotation: 'Sequence[str]' -> is_simple_type
saqc.funcs.scores	target	str	"<param type=""text"" argument=""target"" label=""target"" help="":py:class:`SaQCFields` | :py:class:`newSaQCFields` Variable name to which the results are written. `target` will be created if it does not exist. Defaults to `field`"" />"	Param: 'target' -> Annotation: 'str' -> is_simple_type
saqc.funcs.scores	n	Int > 0	"<param type=""integer"" argument=""n"" label=""n"" help="": The number of nearest neighbors to which the distance is comprised in every datapoints scoring calculation"" optional=""true"" value=""10"" min=""0"" />"	Param: 'n' -> Annotation: 'Int > 0' -> is_simple_type
saqc.funcs.scores	func	Callable[[pd.Series], float] | str	"<conditional name=""func_cond"" label=""func"" />"	Param: 'func' -> Annotation: 'Callable[[pd.Series], float] | str' -> is_union_type -> conditional
saqc.funcs.scores	freq	(Float >= 0) | FreqStr	"<conditional name=""freq_cond"" label=""freq"" />"	Param: 'freq' -> Annotation: '(Float >= 0) | FreqStr' -> is_union_type -> conditional
saqc.funcs.scores	min_periods	Int >= 0	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help=""The minimum number of periods that have to be present in a window for the kNN scoring to be applied. If the number of periods present is below `min_periods`, the score for the datapoints in that window will be np.nan"" optional=""true"" value=""2"" min=""0"" />"	Param: 'min_periods' -> Annotation: 'Int >= 0' -> is_simple_type
