ModuleName	ParameterName	TypeAnnotation	FinalXML	TracePath
saqc.funcs.outliers	window	int | str | None	"<conditional name=""window_cond"" />"	Param: 'window' -> Annotation: 'int | str | None' -> is_union_with_none -> is_union_int_str_conditional
saqc.funcs.outliers	min_periods	int	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help=""Only effective if `threshing` is set to ``'stray'`` and `partition` is an integer. Minimum number of periods per `partition` that have to be present for a valid outlier detection to be made in this partition"" optional=""true"" value=""11"" />"	Param: 'min_periods' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.outliers	stray_range	str | None	"<param type=""text"" argument=""stray_range"" label=""stray_range"" help=""If not ``None``, it is tried to reduce the stray result onto single outlier components of the input `field`. The offset string denotes the range of the temporal surrounding to include into the MAD testing while trying to reduce flags"" optional=""true"" />"	Param: 'stray_range' -> Annotation: 'str | None' -> is_union_with_none -> is_simple_type -> type_is_str
saqc.funcs.outliers	drop_flagged	bool	"<param type=""boolean"" argument=""drop_flagged"" label=""Only effective when `stray_range` is not ``None``"" help=""Whether or not to drop flagged values from the temporal surroundings"" checked=""false"" truevalue=""drop_flagged"" falsevalue="""" />"	Param: 'drop_flagged' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.outliers	thresh	float	"<param type=""float"" argument=""thresh"" label=""Only effective when `stray_range` is not ``None``"" help=""The 'critical' value, controlling wheather the MAD score is considered referring to an outlier or not. Higher values result in less rigid flagging. The default value is widely considered apropriate in the literature"" optional=""true"" value=""3.5"" />"	Param: 'thresh' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	min_periods_r	int	"<param type=""integer"" argument=""min_periods_r"" label=""Only effective when `stray_range` is not ``None``"" help=""Minimum number of measurements necessary in an interval to actually perform the reduction step"" optional=""true"" value=""1"" />"	Param: 'min_periods_r' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.outliers	flag	float	"<param type=""float"" argument=""flag"" label=""Any, optional The flag value the function uses to mark observations"" help=""Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.outliers	tolerance	float	"<param type=""float"" argument=""tolerance"" label=""tolerance"" help=""Maximum difference allowed between the value, directly preceding and the value directly succeeding an offset to trigger flagging of the offsetting values. See condition (4)"" value="""" />"	Param: 'tolerance' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	window	int | str	"<param type=""text"" argument=""window"" label=""window"" help=""Maximum length allowed for offset value courses, to trigger flagging of the offsetting values. See condition (5). Integer defined window length are only allowed for regularly sampled timeseries"" value="""" />"	Param: 'window' -> Annotation: 'int | str' -> final_catch_all_fallback_text
saqc.funcs.outliers	thresh	float | None	"<param type=""float"" argument=""thresh"" label=""thresh"" help=""Minimum difference between a value and its successors, to consider the successors an anomalous offset group. See condition (1). If ``None``, condition (1) is not tested"" optional=""true"" />"	Param: 'thresh' -> Annotation: 'float | None' -> is_union_with_none -> is_simple_type -> type_is_float
saqc.funcs.outliers	thresh_relative	float | None	"<param type=""float"" argument=""thresh_relative"" label=""thresh_relative"" help=""Minimum relative change between a value and its successors, to consider the successors an anomalous offset group. See condition (2). If ``None``, condition (2) is not tested"" optional=""true"" />"	Param: 'thresh_relative' -> Annotation: 'float | None' -> is_union_with_none -> is_simple_type -> type_is_float
saqc.funcs.outliers	flag	float	"<param type=""float"" argument=""flag"" label=""Any, optional The flag value the function uses to mark observations"" help=""Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.outliers	thresh	float	"<param type=""float"" argument=""thresh"" label=""thresh"" help=""The threshold, for the total rise (`thresh` ``  0``), or total drop (`thresh` ``  0``), value courses must not exceed within a timespan of length `raise_window`"" value="""" />"	Param: 'thresh' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	raise_window	str	"<param type=""text"" argument=""raise_window"" label=""raise_window"" help=""An offset string, determining the timespan, the rise/drop thresholding refers to. Window is inclusively defined"" value="""" />"	Param: 'raise_window' -> Annotation: 'str' -> is_simple_type -> type_is_str
saqc.funcs.outliers	freq	str	"<param type=""text"" argument=""freq"" label=""freq"" help=""An offset string, determining the frequency, the timeseries to flag is supposed to be sampled at. The window is inclusively defined"" value="""" />"	Param: 'freq' -> Annotation: 'str' -> is_simple_type -> type_is_str
saqc.funcs.outliers	average_window	str | None	"<param type=""text"" argument=""average_window"" label=""See condition (2) of the description given in the Notes"" help=""Window is inclusively defined, defaults to 1.5 times the size of `raise_window`"" optional=""true"" />"	Param: 'average_window' -> Annotation: 'str | None' -> is_union_with_none -> is_simple_type -> type_is_str
saqc.funcs.outliers	raise_factor	float	"<param type=""float"" argument=""raise_factor"" label=""See condition (2)"" help=""See condition (2)"" optional=""true"" value=""2.0"" />"	Param: 'raise_factor' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	slope	float | None	"<param type=""float"" argument=""slope"" label=""See condition (3)"" help=""See condition (3)"" optional=""true"" />"	Param: 'slope' -> Annotation: 'float | None' -> is_union_with_none -> is_simple_type -> type_is_float
saqc.funcs.outliers	weight	float	"<param type=""float"" argument=""weight"" label=""See condition (3)"" help=""See condition (3)"" optional=""true"" value=""0.8"" />"	Param: 'weight' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	flag	float	"<param type=""float"" argument=""flag"" label=""Any, optional The flag value the function uses to mark observations"" help=""Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.outliers	min	float	"<param type=""float"" argument=""min"" label=""Lower bound for valid data"" help=""Lower bound for valid data"" optional=""true"" value=""-inf"" />"	Param: 'min' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	max	float	"<param type=""float"" argument=""max"" label=""Upper bound for valid data"" help=""Upper bound for valid data"" optional=""true"" value=""inf"" />"	Param: 'max' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	flag	float	"<param type=""float"" argument=""flag"" label=""Any, optional The flag value the function uses to mark observations"" help=""Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.outliers	n	int	"<param type=""integer"" argument=""n"" label=""Number of periods to be included into the LOF calculation"" help=""Defaults to `20`, which is a value found to be suitable in the literature.  * `n` determines the  locality  of an observation (its `n` nearest neighbors) and sets the upper limit to the number of values in an outlier clusters (i.e. consecutive outliers). Outlier clusters of size greater than `n`/2 may not be detected reliably. * The larger `n`, the lesser the algorithm's sensitivity to local outliers and small or singleton outlier points. Higher values greatly increase numerical costs"" optional=""true"" value=""20"" />"	Param: 'n' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.outliers	thresh	Literal['auto'] | float	"<conditional name=""thresh_cond"" />"	Param: 'thresh' -> Annotation: 'Literal['auto'] | float' -> is_union_literal_auto_float_conditional
saqc.funcs.outliers	algorithm	Literal['ball_tree', 'kd_tree', 'brute', 'auto']	"<param type=""select"" argument=""algorithm"" label=""algorithm"" help=""Algorithm used for calculating the `n`-nearest neighbors needed for LOF calculation"" optional=""true"" value=""ball_tree"" />"	Param: 'algorithm' -> Annotation: 'Literal['ball_tree', 'kd_tree', 'brute', 'auto']' -> is_literal
saqc.funcs.outliers	p	int	"<param type=""integer"" argument=""p"" label=""p"" help=""Degree of the metric ( Minkowski ), according to which distance to neighbors is determined. Most important values are:  * ``1`` - Manhatten Metric * ``2`` - Euclidian Metric"" optional=""true"" value=""1"" />"	Param: 'p' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.outliers	density	Literal['auto'] | float	"<conditional name=""density_cond"" />"	Param: 'density' -> Annotation: 'Literal['auto'] | float' -> is_union_literal_auto_float_conditional
saqc.funcs.outliers	fill_na	bool	"<param type=""boolean"" argument=""fill_na"" label=""If True, NaNs in the data are filled with a linear interpolation"" help=""If True, NaNs in the data are filled with a linear interpolation"" checked=""true"" truevalue=""fill_na"" falsevalue="""" />"	Param: 'fill_na' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.outliers	slope_correct	bool	"<param type=""boolean"" argument=""slope_correct"" label=""slope_correct"" help=""if True, a correction is applied, that removes outlier cluster that actually just seem to be steep slopes"" checked=""true"" truevalue=""slope_correct"" falsevalue="""" />"	Param: 'slope_correct' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.outliers	min_offset	float	"<param type=""float"" argument=""min_offset"" label=""min_offset"" help=""If set, only those outlier cluster will be flagged, that are preceeded and succeeeded by sufficiently large value  jumps . Defaults to estimating the sufficient value jumps from the median over the absolute step sizes between data points"" optional=""true"" />"	Param: 'min_offset' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	flag	float	"<param type=""float"" argument=""flag"" label=""Any, optional The flag value the function uses to mark observations"" help=""Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	field	Sequence[str]	"<repeat name=""field_repeat"" min=""1"" title=""Field(s)"" />"	Param: 'field' -> Annotation: 'Sequence[str]' -> is_field_or_target -> is_multi_repeat
saqc.funcs.outliers	method	Literal['standard', 'modified']	"<param type=""select"" argument=""method"" label=""method"" help=""Which method to use for ZScoring:  * ` standard `: standard Zscoring, using *mean* for the expectation and *standard deviation (std)* as scaling factor * ` modified `: modified Zscoring, using *median* as the expectation and *median absolute deviation (MAD)* as the scaling Factor  See notes section for detailed scoring formula"" optional=""true"" value=""standard"" />"	Param: 'method' -> Annotation: 'Literal['standard', 'modified']' -> is_literal
saqc.funcs.outliers	window	str | int | None	"<conditional name=""window_cond"" />"	Param: 'window' -> Annotation: 'str | int | None' -> is_union_with_none -> is_union_int_str_conditional
saqc.funcs.outliers	thresh	float	"<param type=""float"" argument=""thresh"" label=""thresh"" help=""Cutoff level for the Zscores, above which associated points are marked as outliers"" optional=""true"" value=""3"" />"	Param: 'thresh' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	min_residuals	int | None	"<param type=""integer"" argument=""min_residuals"" label=""Minimum residual value points must have to be considered outliers"" help=""Minimum residual value points must have to be considered outliers"" optional=""true"" />"	Param: 'min_residuals' -> Annotation: 'int | None' -> is_union_with_none -> is_simple_type -> type_is_int
saqc.funcs.outliers	min_periods	int | None	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help=""Minimum number of valid meassurements in a scoring window, to consider the resulting score valid"" optional=""true"" />"	Param: 'min_periods' -> Annotation: 'int | None' -> is_union_with_none -> is_simple_type -> type_is_int
saqc.funcs.outliers	center	bool	"<param type=""boolean"" argument=""center"" label=""Weather or not to center the target value in the scoring window"" help=""If ``False``, the target value is the last value in the window"" checked=""true"" truevalue=""center"" falsevalue="""" />"	Param: 'center' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.outliers	axis	int	"<param type=""integer"" argument=""axis"" label=""axis"" help=""Along which axis to calculate the scoring statistics:  * `0` (default) - calculate statistics along time axis * `1` - calculate statistics over multiple variables  See Notes section for a visual clarification of the workings of `axis` and `window`"" optional=""true"" value=""0"" />"	Param: 'axis' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.outliers	flag	float	"<param type=""float"" argument=""flag"" label=""Any, optional The flag value the function uses to mark observations"" help=""Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.pattern	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.pattern	reference	str	"<param type=""text"" argument=""reference"" label=""The name in `data` which holds the pattern"" help=""The pattern must not have NaNs, have a datetime index and must not be empty"" value="""" />"	Param: 'reference' -> Annotation: 'str' -> is_simple_type -> type_is_str
saqc.funcs.pattern	max_distance	float	"<param type=""float"" argument=""max_distance"" label=""max_distance"" help=""Maximum dtw-distance between chunk and pattern, if the distance is lower than ``max_distance`` the data gets flagged. With default, ``0.0``, only exact matches are flagged"" optional=""true"" value=""0.0"" />"	Param: 'max_distance' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.pattern	normalize	bool	"<param type=""boolean"" argument=""normalize"" label=""If `False`, return unmodified distances"" help=""If `True`, normalize distances by the number of observations of the reference. This helps to make it easier to find a good cutoff threshold for further processing. The distances then refer to the mean distance per datapoint, expressed in the datas units"" checked=""true"" truevalue=""normalize"" falsevalue="""" />"	Param: 'normalize' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.pattern	plot	bool	"<param type=""boolean"" argument=""plot"" label=""plot"" help=""Show a calibration plot, which can be quite helpful to find the right threshold for `max_distance`. It works best with `normalize=True`. Do not use in automatic setups / pipelines. The plot show three lines:  - data: the data the function was called on - distances: the calculated distances by the algorithm - indicator: have to distinct levels: `0` and the value of `max_distance`. If `max_distance` is `0.0` it defaults to `1`. Everywhere where the indicator is not `0` the data will be flagged"" checked=""false"" truevalue=""plot"" falsevalue="""" />"	Param: 'plot' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.pattern	flag	float	"<param type=""float"" argument=""flag"" label=""Any, optional The flag value the function uses to mark observations"" help=""Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.resampling	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.resampling	target	str | None	"<param type=""text"" argument=""target"" label=""Target"" help=""The name of the variable to process."" optional=""true"" />"	Param: 'target' -> Annotation: 'str | None' -> is_union_with_none -> is_field_or_target -> is_single_str
saqc.funcs.resampling	method	Literal['fagg', 'bagg', 'nagg', 'fshift', 'bshift', 'nshift', 'sshift', 'match', 'auto']	"<param type=""select"" argument=""method"" label=""method"" help=""Method to project the flags of `field` to the flags to `target`:  * ``'auto'``: invert the last alignment/resampling operation (that is not already inverted) * ``'nagg'``: project a flag of `field` to all timestamps of `target` within the range +/- `freq`/2. * ``'bagg'``: project a flag of `field` to all preceeding timestamps of `target` within the range `freq` * ``'fagg'``: project a flag of `field` to all succeeding timestamps of `target` within the range `freq` * ``'interpolation'`` - project a flag of `field` to all timestamps of `target` within the range +/- `freq` * ``'sshift'`` - same as interpolation * ``'nshift'`` - project a flag of `field` to the neaerest timestamps in `target` within the range +/- `freq`/2 * ``'bshift'`` - project a flag of `field` to nearest preceeding timestamps in `target` * ``'nshift'`` - project a flag of `field` to nearest succeeding timestamps in `target` * ``'match'`` - project a flag of `field` to all identical timestamps `target`"" optional=""true"" value=""auto"" />"	Param: 'method' -> Annotation: 'Literal['fagg', 'bagg', 'nagg', 'fshift', 'bshift', 'nshift', 'sshift', 'match', 'auto']' -> is_literal
saqc.funcs.resampling	invert	bool	"<param type=""boolean"" argument=""invert"" label=""If True, not the actual method is applied, but its inversion-method"" help=""If True, not the actual method is applied, but its inversion-method"" checked=""true"" truevalue=""invert"" falsevalue="""" />"	Param: 'invert' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.resampling	freq	str | None	"<param type=""text"" argument=""freq"" label=""Projection range"" help=""If ``None`` the sampling frequency of `field` is used"" optional=""true"" />"	Param: 'freq' -> Annotation: 'str | None' -> is_union_with_none -> is_simple_type -> type_is_str
saqc.funcs.resampling	drop	bool	"<param type=""boolean"" argument=""drop"" label=""Remove `field` if ``True``"" help=""Remove `field` if ``True``"" checked=""false"" truevalue=""drop"" falsevalue="""" />"	Param: 'drop' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.resampling	squeeze	bool	"<param type=""boolean"" argument=""squeeze"" label=""squeeze"" help=""Squeeze the history into a single column if ``True``, function specific flag information is lost"" checked=""false"" truevalue=""squeeze"" falsevalue="""" />"	Param: 'squeeze' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.resampling	override	bool	"<param type=""boolean"" argument=""override"" label=""Overwrite existing flags if ``True``"" help=""Overwrite existing flags if ``True``"" checked=""false"" truevalue=""override"" falsevalue="""" />"	Param: 'override' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.resampling	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.resampling	index	str | pd.DatetimeIndex	"<param type=""text"" argument=""index"" label=""Determines the new index"" help=""* If an `offset` string: new index will range from start to end of the original index of `field`, exhibting a uniform sampling rate of `idx` * If a `str` that matches a field present in the `SaQC` object, that fields index will be used as new index of `field` * If an `pd.index` object is passed, that will be the new index of `field`"" value="""" />"	Param: 'index' -> Annotation: 'str | pd.DatetimeIndex' -> final_catch_all_fallback_text
saqc.funcs.resampling	method	METHODLITS	"<param type=""select"" argument=""method"" label=""method"" help=""Determines which of the origins indexes periods to comprise into the calculation of a new flag and a new data value at any period of the new index.  * Aggregations Reindexer. Aggregations are data and flags independent, (pure) index selection methods: * `'bagg'`/`'fagg'`:  backwards/forwards aggregation . Any new index period gets assigned an aggregation of the values at periods in the original index, that lie between itself and its successor/predecessor. * `'nagg'`:  nearest aggregation : Any new index period gets assigned an aggregation of the values at periods in the original index between its direcet predecessor and successor, it is the nearest neighbor to. * Rolling reindexer. Rolling reindexers are equal to aggregations, when projecting between regular and irregular sampling grids forth and back. But due to there simple rolling window construction, they are easier to comprehend, predict and parametrize. On the downside, they are much more expensive computationally and Also, periods can get included in the aggregation to multpiple target periods, (when rolling windows overlap). * `'broll'`/`'froll'`: Any new index period gets assigned an aggregation of all the values at periods of the original index, that fall into a directly preceeding/succeeding window of size `reindex_window`. * Shifts. Shifting methods are shortcuts for aggregation reindex methods, combined with selecting 'last' or 'first' as the `data_aggregation` method. Therefor, both, the `flags_aggregation` and the `data_aggregation` are ignored when using a `shift` reindexer. Also, periods where the data evaluates to `NaN` are dropped before shift index selection. * `'bshift'`/`fshift`:  backwards/forwards shift . Any new index period gets assigned the first/last valid (not a data NaN) value it succeeds/preceeds * `'nshift'`:  nearest shift : Any new index period gets assigned the value of its closest neighbor in the original index. * Pillar point Mappings. Index selection method designed to select indices suitable for linearly interpolating index values from surrounding pillar points in the original index, or inverting such a selection. Periods where the data evaluates to `NaN`, are dropped from consideration. * `'mshift'`:  Merge  predecessors and successors. Any new index period gets assigned an aggregation/interpolation comprising the last and the next valid period in the original index. * `'sshift'`:  Split -map values onto predecessors and successors. Same as `mshift`, but with a correction that prevents missing value flags from being mapped to continuous data chunk bounds. * Inversion of last method: try to select the method, that * `'invert``"" optional=""true"" value=""match"" />"	Param: 'method' -> Annotation: 'METHODLITS' -> is_literal
saqc.funcs.resampling	tolerance	str	"<param type=""text"" argument=""tolerance"" label=""Limiting the distance, values can be shifted or comprised into aggregation"" help=""Limiting the distance, values can be shifted or comprised into aggregation"" optional=""true"" />"	Param: 'tolerance' -> Annotation: 'str' -> is_simple_type -> type_is_str
saqc.funcs.resampling	data_aggregation	AGGFUNCLITS | Callable | float	"<param type=""text"" argument=""data_aggregation"" label=""data_aggregation"" help=""Function string or custom Function, determining how to aggregate new data values from the values at the periods selected according to the `index_selection_method`. If a scalar value is passed, the new data series will just evaluate to that scalar at any new index"" optional=""true"" />"	Param: 'data_aggregation' -> Annotation: 'AGGFUNCLITS | Callable | float' -> final_catch_all_fallback_text
saqc.funcs.resampling	flags_aggregation	AGGFUNCLITS | Callable | float	"<param type=""text"" argument=""flags_aggregation"" label=""flags_aggregation"" help=""Function string or custom Function, determining how to aggregate new flags values from the values at the periods selected according to the `index_selection_method`. If a scalar value is passed, the new flags series will just evaluate to that scalar at any new index"" optional=""true"" />"	Param: 'flags_aggregation' -> Annotation: 'AGGFUNCLITS | Callable | float' -> final_catch_all_fallback_text
saqc.funcs.resampling	broadcast	bool	"<param type=""boolean"" argument=""broadcast"" label=""broadcast"" help=""Weather to propagate aggregation result to full reindex window when using aggregation reindexer. (as opposed to only assign to next/previous/closest)"" checked=""true"" truevalue=""broadcast"" falsevalue="""" />"	Param: 'broadcast' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.resampling	squeeze	bool	"<param type=""boolean"" argument=""squeeze"" label=""squeeze"" help="""" checked=""false"" truevalue=""squeeze"" falsevalue="""" />"	Param: 'squeeze' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.resampling	override	bool	"<param type=""boolean"" argument=""override"" label=""override"" help="""" checked=""false"" truevalue=""override"" falsevalue="""" />"	Param: 'override' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.resampling	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.resampling	freq	str	"<param type=""text"" argument=""freq"" label=""Offset string"" help=""Sampling rate of the target frequency grid"" value="""" />"	Param: 'freq' -> Annotation: 'str' -> is_simple_type -> type_is_str
saqc.funcs.resampling	func	Callable[[pd.Series], pd.Series] | str	"<param type=""text"" argument=""func"" label=""Aggregation function"" help=""See notes for performance considerations"" optional=""true"" value=""mean"" />"	Param: 'func' -> Annotation: 'Callable[[pd.Series], pd.Series] | str' -> final_catch_all_fallback_text
saqc.funcs.resampling	method	Literal['fagg', 'bagg', 'nagg']	"<param type=""select"" argument=""method"" label=""Specifies which intervals to be aggregated for a certain timestamp"" help=""(preceding, succeeding or  surrounding  interval). See description above for more details"" optional=""true"" value=""bagg"" />"	Param: 'method' -> Annotation: 'Literal['fagg', 'bagg', 'nagg']' -> is_literal
saqc.funcs.resampling	maxna	int | None	"<param type=""integer"" argument=""maxna"" label=""Maximum number of allowed ``NaN``s in a resampling interval"" help=""If exceeded, the aggregation of the interval evaluates to ``NaN``"" optional=""true"" />"	Param: 'maxna' -> Annotation: 'int | None' -> is_union_with_none -> is_simple_type -> type_is_int
saqc.funcs.resampling	maxna_group	int | None	"<param type=""integer"" argument=""maxna_group"" label=""Same as `maxna` but for consecutive NaNs"" help=""Same as `maxna` but for consecutive NaNs"" optional=""true"" />"	Param: 'maxna_group' -> Annotation: 'int | None' -> is_union_with_none -> is_simple_type -> type_is_int
saqc.funcs.resampling	squeeze	bool	"<param type=""boolean"" argument=""squeeze"" label=""squeeze"" help="""" checked=""false"" truevalue=""squeeze"" falsevalue="""" />"	Param: 'squeeze' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.residuals	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.residuals	window	str | int	"<param type=""text"" argument=""window"" label=""The size of the window you want to use for fitting"" help=""If an integer is passed, the size refers to the number of periods for every fitting window. If an offset string is passed, the size refers to the total temporal extension. The window will be centered around the vaule-to-be-fitted. For regularly sampled timeseries the period number will be casted down to an odd number if even"" value="""" />"	Param: 'window' -> Annotation: 'str | int' -> final_catch_all_fallback_text
saqc.funcs.residuals	order	int	"<param type=""integer"" argument=""order"" label=""The degree of the polynomial used for fitting"" help=""The degree of the polynomial used for fitting"" value="""" />"	Param: 'order' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.residuals	min_periods	int	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help=""The minimum number of periods, that has to be available in every values fitting surrounding for the polynomial fit to be performed. If there are not enough values, np.nan gets assigned. Default (0) results in fitting regardless of the number of values present (results in overfitting for too sparse intervals). To automatically set the minimum number of periods to the number of values in an offset defined window size, pass np.nan"" optional=""true"" value=""0"" />"	Param: 'min_periods' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.residuals	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.residuals	window	str | int	"<param type=""text"" argument=""window"" label=""The size of the window you want to roll with"" help=""If an integer is passed, the size refers to the number of periods for every fitting window. If an offset string is passed, the size refers to the total temporal extension. For regularly sampled timeseries, the period number will be casted down to an odd number if ``center=True``"" value="""" />"	Param: 'window' -> Annotation: 'str | int' -> final_catch_all_fallback_text
saqc.funcs.residuals	func	Callable[[pd.Series], np.ndarray] | str	"<param type=""text"" argument=""func"" label=""func"" help=""default mean Function to roll with"" optional=""true"" value=""mean"" />"	Param: 'func' -> Annotation: 'Callable[[pd.Series], np.ndarray] | str' -> final_catch_all_fallback_text
saqc.funcs.residuals	min_periods	int	"<param type=""integer"" argument=""min_periods"" label=""The minimum number of periods to get a valid value"" help=""The minimum number of periods to get a valid value"" optional=""true"" value=""0"" />"	Param: 'min_periods' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.residuals	center	bool	"<param type=""boolean"" argument=""center"" label=""If True, center the rolling window"" help=""If True, center the rolling window"" checked=""true"" truevalue=""center"" falsevalue="""" />"	Param: 'center' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.rolling	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.rolling	window	str | int	"<param type=""text"" argument=""window"" label=""The size of the window you want to roll with"" help=""If an integer is passed, the size refers to the number of periods for every fitting window. If an offset string is passed, the size refers to the total temporal extension. For regularly sampled timeseries, the period number will be casted down to an odd number if ``center=True``"" value="""" />"	Param: 'window' -> Annotation: 'str | int' -> final_catch_all_fallback_text
saqc.funcs.rolling	func	Callable[[pd.Series], np.ndarray] | str	"<param type=""text"" argument=""func"" label=""func"" help=""default mean Function to roll with"" optional=""true"" value=""mean"" />"	Param: 'func' -> Annotation: 'Callable[[pd.Series], np.ndarray] | str' -> final_catch_all_fallback_text
saqc.funcs.rolling	min_periods	int	"<param type=""integer"" argument=""min_periods"" label=""The minimum number of periods to get a valid value"" help=""The minimum number of periods to get a valid value"" optional=""true"" value=""0"" />"	Param: 'min_periods' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.rolling	center	bool	"<param type=""boolean"" argument=""center"" label=""If True, center the rolling window"" help=""If True, center the rolling window"" checked=""true"" truevalue=""center"" falsevalue="""" />"	Param: 'center' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
